document_number,question,answer,num_hops,num_set_operations,multiple_answers,llm_response
155,"who is the directors of the company associated with 1045 progress circle lawrenceville, georgia 30043",michael pope,3,0,0,Not found
155,"who is the chief executive officer of the company associated with 1045 progress circle lawrenceville, georgia 30043",michael pope,3,0,0,Not found
155,who is the chief executive officer of the company where patrick foley is employed,michael pope,3,0,0,Not found
155,who is the chief financial officer of the company where michael pope is employed,patrick foley,3,0,0,Not found
155,who is the director of the company where michael pope is employed,patrick foley,3,0,0,Not found
155,who is the statutory director of the company where michael pope is employed,patrick foley,3,0,0,Not found
155,who is the chief operating officer of the company which is the guarantors in the agreement,hank nance,3,0,0,Not found
155,who is the chief executive officer of the company which is the guarantors in the agreement,michael r. pope,3,0,0,Not found
155,who is the manager of the company which is the guarantors in the agreement,jens holstebro,3,0,0,Not found
155,who is the authorized signatory of the company which is the lenders in the agreement,harry chung,3,0,0,Not found
141,who is the treasurer of the company which is the borrower in the agreement,ann t. anthony,3,0,0,Not found
169,"who is the chief accounting officer and controller of chiquita brands international, inc.",joseph b. johnson,2,1,0,Joseph B. Johnson
169,"who is the chief accounting officer and treasurer of chiquita brands international, inc.",joseph b. johnson,2,1,0,Joseph B. Johnson
169,"who is the chief accounting officer and vice president of chiquita brands international, inc.",joseph b. johnson,2,1,0,Joseph B. Johnson
169,"who is the controller and treasurer of chiquita brands international, inc.",joseph b. johnson,2,1,0,Joseph B. Johnson
169,"who is the controller and vice president of chiquita brands international, inc.",joseph b. johnson,2,1,0,Joseph B. Johnson
169,"who is the treasurer and vice president of chiquita brands international, inc.",joseph b. johnson,2,1,0,Joseph B. Johnson
169,"who is the treasurer of the company associated with 550 south caldwell streetcharlotte, north carolina 28202",joseph b. johnson,3,0,0,Not found
169,"who is the chief accounting officer of the company associated with 550 south caldwell streetcharlotte, north carolina 28202",joseph b. johnson,3,0,0,Not found
169,"who is the vice president of the company associated with 550 south caldwell streetcharlotte, north carolina 28202",joseph b. johnson,3,0,0,Not found
169,"who is the controller of the company associated with 550 south caldwell streetcharlotte, north carolina 28202",joseph b. johnson,3,0,0,Not found
169,who is the vice president of the company where timothy j. devane is employed,jeff bliss,3,0,0,Jeff Bliss
169,who is the executive director of the company where jeff bliss is employed,timothy j. devane,3,0,0,Timothy J. Devane
169,who is the chief accounting officer of the company which is the parent borrower in the agreement,joseph b. johnson,3,0,0,Joseph B. Johnson
169,who is the controller of the company which is the parent borrower in the agreement,joseph b. johnson,3,0,0,Not found
169,who is the treasurer of the company which is the parent borrower in the agreement,joseph b. johnson,3,0,0,Joseph B. Johnson
169,who is the vice president of the company which is the parent borrower in the agreement,joseph b. johnson,3,0,0,Joseph B. Johnson
169,who is the vice president of the company which is the documentation agent in the agreement,jeff bliss,3,0,0,Not found
169,who is the vice president of the company which is the syndication agent in the agreement,jeff bliss,3,0,0,Jeff Bliss
169,who is the vice president of the company which is the lead arranger in the agreement,jeff bliss,3,0,0,Jeff Bliss
169,who is the vice president of the company which is the lender in the agreement,jeff bliss,3,0,0,Jeff Bliss – Vice President
169,who is the executive director of the company which is the documentation agent in the agreement,timothy j. devane,3,0,0,Timothy J. Devane
169,who is the executive director of the company which is the syndication agent in the agreement,timothy j. devane,3,0,0,Timothy J. Devane
169,who is the executive director of the company which is the lead arranger in the agreement,timothy j. devane,3,0,0,Timothy J. Devane
169,who is the executive director of the company which is the lender in the agreement,timothy j. devane,3,0,0,Timothy J. Devane
169,"what role does goldman sachs bank usa have in the agreement which is not the role of co peratieve centrale raiffeisen boerenleenbank b.a., rabobank nederland , new york branch",documentation agent,2,1,0,Not found
169,"what role does goldman sachs bank usa have in the agreement which is not the role of wells fargo bank, national association",documentation agent,2,1,0,Documentation Agent
169,"what role does merrill, lynch, pierce, fenner smith incorporated have in the agreement which is not the role of co peratieve centrale raiffeisen boerenleenbank b.a., rabobank nederland , new york branch",book runners,2,1,0,Not found
169,what company is the documentation agent but not the lead arranger in the agreement,"n.a., bank of america",2,1,0,Not found
169,what company is the syndication agent but not the lead arranger in the agreement,"n.a., bank of america",2,1,0,Not found
157,who is the ceo of the company associated with 1100 placid avenue plano tx 75074,mark w. king,3,0,0,Not found
157,"who is the vice president of the company associated with 2727 n. harwood, 10th floordallas, texas 75201",jason purser,3,0,0,Not found
157,"who is the owner of record of the company associated with 2727 n. harwood, 10th floordallas, texas 75201",nicholas nadolsky,3,0,0,Not found
157,"who is the ceo of the company associated with 480 s. honduras cd, juraez, mexico",mark w. king,3,0,0,Not found
157,who is the ceo of the company associated with 903 e. walnut st. garland tx 75040,mark w. king,3,0,0,Not found
157,who is the ceo of the company associated with 1137 e. walnut st. garland tx 75040,mark w. king,3,0,0,Not found
157,who is the ceo of the company associated with 725 e. walnut st. garland tx 75040,mark w. king,3,0,0,Not found
157,who is the ceo of the company associated with 905 e. walnut st. garland tx 75040,mark w. king,3,0,0,Not found
157,"who is the ceo of the company associated with 905 e. walnut streetgarland, texas 75040",mark w. king,3,0,0,Not found
157,who is the ceo of the company associated with 912 e. walnut st. garland tx 75040,mark w. king,3,0,0,Not found
157,who is the vice president of the company associated with texas,jason purser,3,0,0,Not found
157,who is the owner of record of the company associated with texas,nicholas nadolsky,3,0,0,Not found
157,who is the vice president of the company where nicholas nadolsky is employed,jason purser,3,0,0,Not found
