document_number,question,answer,num_hops,num_set_operations,multiple_answer_dimension,llm_response,multiple_answers,f1_score,edit_distance,cosine_similarity,llm_as_a_judge
100,"what is the role in the agreement of the company associated with omnicell, inc.",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
100,"what is the role in the agreement of the company associated with wells fargo bank, national association",agent,2,0,0.0,"Administrative Agent, Swingline Lender and Issuing Lender",,0.2857142857142857,0.9107142857142857,0.24395572500006343,1
114,what position does maurice amsellem hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
114,what position does peter feret hold,chief financial officer,1,0,,Chief Financial Officer,,1.0,0.0,1.0000000000000002,5
114,"who is the authorized signatory of apollo capital management gp, llc",maurice amsellem,2,0,0.0,Maurice Amsellem,,1.0,0.0,1.0000000000000002,5
114,who is the chief financial officer of saleslink mexico holding corp.,peter feret,2,0,0.0,Peter Feret,,1.0,0.0,1.0000000000000002,5
114,what is the role in the agreement of the company where peter feret is employed,guarantors,2,0,0.0,Borrower,,0.0,0.8,0.0,1
114,"what is the role in the agreement of the company associated with sol holdings, inc",guarantors,2,0,0.0,Guarantor,,0.0,0.1,0.0,4
114,what is the role in the agreement of the company associated with saleslink mexico holding corp.,guarantors,2,0,0.0,Guarantor,,0.0,0.1,0.0,4
128,what position does derek jensen hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
128,what position does frank pelzer hold,chief financial officer,1,0,,Chief Financial Officer,,1.0,0.0,1.0000000000000002,5
128,what position does gill skala hold,director,1,0,,Director,,1.0,0.0,1.0,5
128,what position does mario de luca hold,director,1,0,,Director,,1.0,0.0,1.0,5
128,what position does nicholas heslip hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
128,what position does ryan zimmerman hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
128,what position does timothy g. holsapple hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
128,what company is both the  bookrunner and the bookrunner in the agreement,"inc., bofa securities",1,1,0.0,Not found,,0.0,0.7894736842105263,0.0,1
128,what company is both the  bookrunners and the bookrunners in the agreement,"inc., bofa securities",1,1,0.0,Not found,,0.0,0.7894736842105263,0.0,1
128,what company is both the  lead arranger and the arranger in the agreement,"inc., bofa securities",1,1,0.0,Not found,,0.0,0.7894736842105263,0.0,1
128,what company is both the  book manager and the book manager in the agreement,"inc., bofa securities",1,1,0.0,Not found,,0.0,0.7894736842105263,0.0,1
128,what company is both the  lead arranger and the lead arranger in the agreement,"inc., bofa securities",1,1,0.0,Not found,,0.0,0.7894736842105263,0.0,1
128,what company is both the  lead bookrunner and the bookrunner in the agreement,"inc., bofa securities",1,1,0.0,Not found,,0.0,0.7894736842105263,0.0,1
128,what company is both the  book runner and the book runner in the agreement,"inc., bofa securities",1,1,0.0,Not found,,0.0,0.7894736842105263,0.0,1
128,what company is both the  bookrunner and the bookrunner in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found,,0.0,0.8181818181818182,0.0,1
128,what company is both the  bookrunners and the bookrunners in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found,,0.0,0.8181818181818182,0.0,1
128,what company is both the  lead arranger and the arranger in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found,,0.0,0.8181818181818182,0.0,1
128,what company is both the  book manager and the book manager in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found,,0.0,0.8181818181818182,0.0,1
128,what company is both the  lead arranger and the lead arranger in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found,,0.0,0.8181818181818182,0.0,1
128,what company is both the  lead bookrunner and the bookrunner in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found,,0.0,0.8181818181818182,0.0,1
128,what company is both the  book runner and the book runner in the agreement,"n.a., jpmorgan chase bank",1,1,0.0,Not found,,0.0,0.8181818181818182,0.0,1
128,"who is the senior vice president of bank of america, n.a.",timothy g. holsapple,2,0,0.0,Timothy G. Holsapple,,1.0,0.0,1.0000000000000002,5
128,"who is the chief financial officer of f5 networks, inc.",frank pelzer,2,0,0.0,Frank Pelzer,,1.0,0.0,1.0000000000000002,5
128,who is the authorized signatory of royal bank of canada,nicholas heslip,2,0,0.0,Nicholas Heslip,,1.0,0.0,1.0000000000000002,5
128,who is the market manager of barclays bank plc,leni preciado,2,0,0.0,Not found,,0.0,0.8461538461538461,0.0,1
128,what is the role in the agreement of the company where timothy g. holsapple is employed,agent,2,0,0.0,Not found,,0.0,0.8888888888888888,0.0,1
128,"what is the role in the agreement of the company associated with bank of america, n.a.",agent,2,0,0.0,Syndication Agent,,0.6666666666666666,0.7058823529411765,0.5797386715376658,1
29,what position does efrain rivera hold,chief financial officer,1,0,,Chief Financial Officer,,1.0,0.0,1.0000000000000002,5
29,what company is both the administrative agent and the agent in the agreement,"pnc bank, national association",1,1,0.0,"PNC Bank, National Association",,1.0,0.0,1.0,5
29,what company is both the administrative borrower and the borrower in the agreement,"pnc bank, national association",1,1,0.0,Not found,,0.0,0.8620689655172413,0.0,1
29,"who is the chief financial officer of paychex, inc.",efrain rivera,2,0,0.0,Efrain Rivera,,1.0,0.0,1.0000000000000002,5
29,what is the role in the agreement of the company where efrain rivera is employed,borrower,2,0,0.0,Parent,,0.0,0.875,0.0,1
29,what is the role in the agreement of the company where frank hamblett is employed,borrower,2,0,0.0,Counsel for the Loan Parties,,0.0,0.8571428571428571,0.0,1
29,"what is the role in the agreement of the company associated with advantage payroll services, inc.",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex, inc",parent,2,0,0.0,Parent,,1.0,0.0,1.0,5
29,"what is the role in the agreement of the company associated with paychex, inc.",parent,2,0,0.0,Parent,,1.0,0.0,1.0,5
29,what is the role in the agreement of the company associated with paychex advance llc,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
29,"what is the role in the agreement of the company associated with oasis ahr pl, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with oasis advisory services, inc.",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with oasis employment services, inc.",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with oasis outsourcing contract iii, inc.",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with oasis outsourcing tx, inc.",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with pbs of america, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with pbs of central florida, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex, inc.",borrower,2,0,0.0,Parent,,0.0,0.875,0.0,1
29,"what is the role in the agreement of the company associated with paychex administrative services, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex business solutions, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex holdings, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,what is the role in the agreement of the company associated with paychex management llc,guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,what is the role in the agreement of the company associated with paychex north america inc.,guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex peo i, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex peo ii, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex peo iii, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex peo iv, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex peo ix, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex peo v, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex peo vi, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex peo vii, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex peo viii, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with paychex peo x, llc",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,what is the role in the agreement of the company associated with paychex of new york llc,guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,"what is the role in the agreement of the company associated with wri ii, inc.",guarantors,2,0,0.0,Subsidiary,,0.0,0.8,0.0,1
29,what is the role in the agreement of the company associated with nixon peabody llp,borrower,2,0,0.0,Counsel for the Loan Parties,,0.0,0.8571428571428571,0.0,1
15,what position does jared randall hold,executive director,1,0,,Executive Director,,1.0,0.0,1.0000000000000002,5
15,what position does racquel a.c. small hold,executive director,1,0,,Executive Director,,1.0,0.0,1.0000000000000002,5
15,what position does shawn matthews hold,ceo,1,0,,CEO,,1.0,0.0,1.0,5
15,"who is the ceo of 2477 deerfield drive, llc,",shawn matthews,2,0,0.0,Shawn Matthews,,1.0,0.0,1.0000000000000002,5
15,what is the role in the agreement of the company where shawn matthews is employed,borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
15,what is the role in the agreement of the company where racquel a.c. small is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
15,what is the role in the agreement of the company where jared randall is employed,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
15,"what is the role in the agreement of the company associated with cf real estate holdings, llc",guarantor,2,0,0.0,Guarantor,,1.0,0.0,1.0,5
15,"what is the role in the agreement of the company associated with 2477 deerfield drive, llc,",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
15,what is the role in the agreement of the company associated with ubs ag,lender,2,0,0.0,Lender,,1.0,0.0,1.0,5
15,what is the branch office office of ubs ag,"new york 10019, 1285 avenue of the americasnew york",2,0,,"1285 Avenue of the Americas, New York, New York",,0.7999999999999999,0.5,0.7433150168994809,4
39,what position does david b. thayer hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
39,what position does james foley hold,senior vice president,1,0,,Senior Vice President,,1.0,0.0,1.0000000000000002,5
39,"who is the chief finance officer of north jackson specialty steel,llc",ross c. wilkin,2,0,0.0,Not found,,0.0,0.8461538461538461,0.0,1
39,"who is the treasurer of north jackson specialty steel,llc",ross c. wilkin,2,0,0.0,Ross C. Wilkin,,1.0,0.0,1.0000000000000002,5
39,"who is the vice president of finance of north jackson specialty steel,llc",ross c. wilkin,2,0,0.0,Ross C. Wilkin,,1.0,0.0,1.0000000000000002,5
39,"who is the senior vice president of bank of america, n.a.,",james foley,2,0,0.0,James Foley,,1.0,0.0,1.0000000000000002,5
39,"who is the vice president of pnc bank, national association",david b. thayer,2,0,0.0,David B. Thayer,,1.0,0.0,1.0000000000000002,5
39,"what is the role in the agreement of the company associated with dunkirk specialty steel, llc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
39,"what is the role in the agreement of the company associated with north jackson specialty steel, llc",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
39,"what is the role in the agreement of the company associated with universal stainless alloy products, inc.",borrower,2,0,0.0,Borrower,,1.0,0.0,1.0,5
39,"what is the chief executive office office of north jackson specialty steel, llc","oh 44541, 2058 south bailey roadnorth jackson",2,0,,"2058 South Bailey Road North Jackson, OH 44541",,0.7999999999999999,0.4222222222222222,0.6735205045780812,5
39,"what is the chief executive office office of universal stainless alloy products, inc.","pa 15017, 600 mayer streetbridgeville",2,0,,"600 Mayer Street Bridgeville, PA 15017",,0.7272727272727272,0.5135135135135135,0.5803329846765686,5
39,"what is the chief executive office office of dunkirk specialty steel, llc","ny 14048, 830 brigham roaddunkirk",2,0,,"830 Brigham Road Dunkirk, NY 14048",,0.7272727272727272,0.5757575757575758,0.5803329846765686,5
11,what position does gene riego de dios hold,executive director,1,0,,Executive Director,,1.0,0.0,1.0000000000000002,5
11,what position does carolyn kee hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
11,what position does craig malloy hold,director,1,0,,Director,,1.0,0.0,1.0,5
11,what position does mukesh singh hold,director,1,0,,Director,,1.0,0.0,1.0,5
11,what position does robert ehudin hold,authorized signatory,1,0,,Authorized Signatory,,1.0,0.0,1.0000000000000002,5
11,what position does virginia cosenza hold,vice president,1,0,,Vice President,,1.0,0.0,1.0000000000000002,5
11,who is the authorized signatory of goldman sachs bank usa,robert ehudin,2,0,0.0,Robert Ehudin,,1.0,0.0,1.0000000000000002,5
11,who is the treasurer of honeywell international inc.,john j. tus,2,0,0.0,John J. Tus,,1.0,0.0,1.0000000000000002,5
11,what is the role in the agreement of the company where robert ehudin is employed,initial lender,2,0,0.0,Initial Lender,,1.0,0.0,1.0000000000000002,5
